-0.536425, -0.536425, 0.0552121
-0.537291, -0.537291, 0.0575135
-0.538117, -0.538117, 0.0598326
-0.538903, -0.538903, 0.0621693
-0.539649, -0.539649, 0.0645237
-0.540356, -0.540356, 0.0668957
-0.541022, -0.541022, 0.0692854
-0.541648, -0.541648, 0.0716927
-0.542234, -0.542234, 0.0741177
-0.542781, -0.542781, 0.0765604
-0.543287, -0.543287, 0.0790207
-0.543753, -0.543753, 0.0814986
-0.54418, -0.54418, 0.0839942
-0.544566, -0.544566, 0.0865075
-0.544913, -0.544913, 0.0890384
-0.545219, -0.545219, 0.091587
-0.545485, -0.545485, 0.0941533
-0.545712, -0.545712, 0.0967372
-0.545898, -0.545898, 0.0993387
-0.546045, -0.546045, 0.101958
-0.54615, -0.54615, 0.104593
-0.546211, -0.546211, 0.107239
-0.546228, -0.546228, 0.109894
-0.546199, -0.546199, 0.112561
-0.546127, -0.546127, 0.115237
-0.546009, -0.546009, 0.117924
-0.545847, -0.545847, 0.12062
-0.54564, -0.54564, 0.123327
-0.545389, -0.545389, 0.126045
-0.545093, -0.545093, 0.128772
-0.544753, -0.544753, 0.13151
-0.544368, -0.544368, 0.134258
-0.543938, -0.543938, 0.137017
-0.543464, -0.543464, 0.139785
-0.542947, -0.542947, 0.142564
-0.542393, -0.542393, 0.145352
-0.5418, -0.5418, 0.148151
-0.54117, -0.54117, 0.150959
-0.540501, -0.540501, 0.153778
-0.539795, -0.539795, 0.156606
-0.539051, -0.539051, 0.159444
-0.538269, -0.538269, 0.162292
-0.537449, -0.537449, 0.16515
-0.536591, -0.536591, 0.168018
-0.535696, -0.535696, 0.170895
-0.534762, -0.534762, 0.173783
-0.53379, -0.53379, 0.17668
-0.532781, -0.532781, 0.179588
-0.531734, -0.531734, 0.182505
-0.530652, -0.530652, 0.185432
-0.529537, -0.529537, 0.188367
-0.528387, -0.528387, 0.191311
-0.527205, -0.527205, 0.194264
-0.525988, -0.525988, 0.197226
-0.524738, -0.524738, 0.200197
-0.523454, -0.523454, 0.203176
-0.522136, -0.522136, 0.206165
-0.520785, -0.520785, 0.209162
-0.5194, -0.5194, 0.212168
-0.517981, -0.517981, 0.215183
-0.516529, -0.516529, 0.218207
-0.515043, -0.515043, 0.22124
-0.513523, -0.513523, 0.224282
-0.51197, -0.51197, 0.227333
-0.510386, -0.510386, 0.230392
-0.508773, -0.508773, 0.233459
-0.507131, -0.507131, 0.236534
