-0.536424807, -0.226929709, 0.0552121037
-0.544386623, -0.281255443, 0.0853049422
-0.545832482, -0.338961496, 0.120832947
-0.53882751, -0.397657609, 0.160271252
-0.523375175, -0.455609186, 0.203356681
-0.499795042, -0.511038872, 0.249746907
-0.468775184, -0.562214341, 0.298984952
-0.431394481, -0.607555538, 0.350477699
-0.389102283, -0.645754857, 0.403483261
-0.343653216, -0.675898748, 0.45711117
-0.296998175, -0.697571561, 0.510336319
-0.251136343, -0.710924545, 0.562026652
-0.207940621, -0.716694059, 0.610981987
-0.168975076, -0.71615842, 0.655980075
-0.135327616, -0.711030943, 0.695826915
-0.107480292, -0.703296015, 0.729408028
-0.0852388406, -0.695002878, 0.755738792
-0.0677362973, -0.688039803, 0.774010601
-0.0535137228, -0.683915796, 0.783629767
-0.0406728033, -0.683576934, 0.78424596
-0.0270858027, -0.687281417, 0.775768653
-0.0106400538, -0.694551365, 0.758370814
0.0105123853, -0.704209397, 0.732478974
0.0377311374, -0.714496496, 0.698749421
0.0717131057, -0.72325769, 0.658033728
0.11238687, -0.728174027, 0.611336971
0.158884578, -0.727015081, 0.559776532
0.209590838, -0.717884737, 0.504580203
0.262223912, -0.69946566, 0.447147388
0.31510056, -0.670785477, 0.387641059
