-0.536425, -0.536425, 0.0552121
-0.53654, -0.53654, 0.0572027
-0.536645, -0.536645, 0.0592268
-0.53674, -0.53674, 0.0612843
-0.536825, -0.536825, 0.0633754
-0.536899, -0.536899, 0.0655
-0.536963, -0.536963, 0.0676581
-0.537016, -0.537016, 0.0698497
-0.53706, -0.53706, 0.0720747
-0.537091, -0.537091, 0.0743327
-0.537062, -0.537062, 0.0765959
-0.536944, -0.536944, 0.0788499
-0.536739, -0.536739, 0.0810947
-0.536446, -0.536446, 0.0833301
-0.536065, -0.536065, 0.0855563
-0.535596, -0.535596, 0.0877733
-0.535055, -0.535055, 0.0899868
-0.534452, -0.534452, 0.0922009
-0.533789, -0.533789, 0.0944158
-0.533063, -0.533063, 0.0966312
-0.532276, -0.532276, 0.0988474
-0.531428, -0.531428, 0.101064
-0.530521, -0.530521, 0.103282
-0.529558, -0.529558, 0.105501
-0.52854, -0.52854, 0.107722
-0.527467, -0.527467, 0.109944
-0.526337, -0.526337, 0.112168
-0.525153, -0.525153, 0.114393
-0.523915, -0.523915, 0.116621
-0.522628, -0.522628, 0.118851
-0.521294, -0.521294, 0.121086
-0.519911, -0.519911, 0.123324
-0.51848, -0.51848, 0.125565
-0.517001, -0.517001, 0.127811
-0.515475, -0.515475, 0.13006
-0.513905, -0.513905, 0.132314
-0.512293, -0.512293, 0.134573
-0.510639, -0.510639, 0.136838
-0.508942, -0.508942, 0.139107
-0.507202, -0.507202, 0.141382
-0.505421, -0.505421, 0.143662
-0.503599, -0.503599, 0.145949
-0.501741, -0.501741, 0.148242
-0.499844, -0.499844, 0.150541
-0.49791, -0.49791, 0.152848
-0.495939, -0.495939, 0.155161
-0.493929, -0.493929, 0.15748
-0.491883, -0.491883, 0.159807
-0.489804, -0.489804, 0.162141
-0.487691, -0.487691, 0.164483
-0.485544, -0.485544, 0.166833
-0.483364, -0.483364, 0.169191
-0.481151, -0.481151, 0.171557
-0.478903, -0.478903, 0.173931
-0.476625, -0.476625, 0.176313
-0.474317, -0.474317, 0.178703
-0.471979, -0.471979, 0.181103
-0.469611, -0.469611, 0.183511
-0.467213, -0.467213, 0.185929
-0.464785, -0.464785, 0.188355
-0.462328, -0.462328, 0.190789
-0.459844, -0.459844, 0.193234
-0.457333, -0.457333, 0.195688
-0.454795, -0.454795, 0.198151
-0.45223, -0.45223, 0.200624
-0.449638, -0.449638, 0.203106
-0.447019, -0.447019, 0.205598
-0.444375, -0.444375, 0.208099
-0.441707, -0.441707, 0.210611
-0.439015, -0.439015, 0.213133
-0.436299, -0.436299, 0.215665
-0.433558, -0.433558, 0.218207
-0.430794, -0.430794, 0.220759
-0.428005, -0.428005, 0.223322
-0.425195, -0.425195, 0.225894
-0.422362, -0.422362, 0.228476
-0.419508, -0.419508, 0.231068
-0.416631, -0.416631, 0.23367
-0.413733, -0.413733, 0.236282
-0.410813, -0.410813, 0.238904
-0.407872, -0.407872, 0.241536
-0.404913, -0.404913, 0.244182
-0.401937, -0.401937, 0.246843
-0.398943, -0.398943, 0.249517
-0.395932, -0.395932, 0.252206
-0.392903, -0.392903, 0.254909
-0.389856, -0.389856, 0.257625
-0.386793, -0.386793, 0.260356
-0.383711, -0.383711, 0.263101
-0.380613, -0.380613, 0.26586
-0.377496, -0.377496, 0.268633
-0.374362, -0.374362, 0.27142
-0.371211, -0.371211, 0.274221
-0.368042, -0.368042, 0.277037
-0.364856, -0.364856, 0.279866
-0.361652, -0.361652, 0.282709
-0.358431, -0.358431, 0.285567
-0.355192, -0.355192, 0.288438
-0.351936, -0.351936, 0.291324
-0.348662, -0.348662, 0.294223
-0.345371, -0.345371, 0.297137
-0.342062, -0.342062, 0.300065
-0.338736, -0.338736, 0.303007
-0.335392, -0.335392, 0.305963
-0.33203, -0.33203, 0.308933
-0.328652, -0.328652, 0.311917
-0.325255, -0.325255, 0.314915
-0.321842, -0.321842, 0.317927
-0.31841, -0.31841, 0.320954
-0.314961, -0.314961, 0.323994
-0.311495, -0.311495, 0.327049
-0.308018, -0.308018, 0.33011
-0.304535, -0.304535, 0.333175
-0.301045, -0.301045, 0.336243
-0.297549, -0.297549, 0.339314
-0.294047, -0.294047, 0.342388
-0.290538, -0.290538, 0.345465
-0.287023, -0.287023, 0.348545
-0.283502, -0.283502, 0.351628
-0.279975, -0.279975, 0.354714
-0.276441, -0.276441, 0.357803
-0.272901, -0.272901, 0.360895
-0.269355, -0.269355, 0.36399
-0.265802, -0.265802, 0.367088
-0.262243, -0.262243, 0.370189
-0.258678, -0.258678, 0.373293
-0.255107, -0.255107, 0.376399
-0.251529, -0.251529, 0.379509
-0.247945, -0.247945, 0.382622
-0.244355, -0.244355, 0.385738
-0.240758, -0.240758, 0.388857
-0.237156, -0.237156, 0.391979
-0.233547, -0.233547, 0.395104
-0.229931, -0.229931, 0.398232
-0.22631, -0.22631, 0.401363
-0.222682, -0.222682, 0.404496
-0.219047, -0.219047, 0.407633
-0.215407, -0.215407, 0.410773
-0.21176, -0.21176, 0.413916
-0.208107, -0.208107, 0.417062
-0.204448, -0.204448, 0.420211
-0.200782, -0.200782, 0.423363
-0.19711, -0.19711, 0.426517
-0.193432, -0.193432, 0.429675
-0.189748, -0.189748, 0.432836
-0.186057, -0.186057, 0.436
-0.18236, -0.18236, 0.439167
-0.178657, -0.178657, 0.442337
-0.174947, -0.174947, 0.445509
-0.171231, -0.171231, 0.448685
-0.167509, -0.167509, 0.451864
-0.163781, -0.163781, 0.455046
-0.160046, -0.160046, 0.458231
-0.156305, -0.156305, 0.461418
-0.152558, -0.152558, 0.464609
-0.148804, -0.148804, 0.467803
-0.145044, -0.145044, 0.471
-0.141278, -0.141278, 0.474199
-0.137506, -0.137506, 0.477402
-0.133727, -0.133727, 0.480608
-0.129942, -0.129942, 0.483817
-0.126151, -0.126151, 0.487029
-0.122354, -0.122354, 0.490244
-0.11858, -0.11858, 0.493496
-0.114844, -0.114844, 0.496803
-0.111145, -0.111145, 0.500163
-0.107485, -0.107485, 0.503577
-0.103862, -0.103862, 0.507045
-0.100277, -0.100277, 0.510567
-0.0967299, -0.0967299, 0.514143
-0.0932205, -0.0932205, 0.517772
-0.0897489, -0.0897489, 0.521456
-0.0863152, -0.0863152, 0.525194
-0.0829192, -0.0829192, 0.528986
-0.0795611, -0.0795611, 0.532831
-0.0762407, -0.0762407, 0.536731
-0.0729582, -0.0729582, 0.540684
-0.0697134, -0.0697134, 0.544692
-0.0665065, -0.0665065, 0.548753
-0.0633373, -0.0633373, 0.552869
-0.060206, -0.060206, 0.557038
-0.0571124, -0.0571124, 0.561261
-0.0540567, -0.0540567, 0.565538
-0.0510387, -0.0510387, 0.569869
-0.0480586, -0.0480586, 0.574254
-0.0451162, -0.0451162, 0.578693
-0.0422117, -0.0422117, 0.583186
-0.039345, -0.039345, 0.587733
-0.036516, -0.036516, 0.592334
-0.0337249, -0.0337249, 0.596989
-0.0309716, -0.0309716, 0.601698
-0.028256, -0.028256, 0.60646
-0.0255783, -0.0255783, 0.611277
-0.0229384, -0.0229384, 0.616147
-0.0203363, -0.0203363, 0.621072
-0.0177719, -0.0177719, 0.62605
-0.0152454, -0.0152454, 0.631083
-0.0127567, -0.0127567, 0.636169
-0.0103058, -0.0103058, 0.641309
-0.00789267, -0.00789267, 0.646504
-0.00551735, -0.00551735, 0.651752
-0.00317984, -0.00317984, 0.657054
-0.000880132, -0.000880132, 0.66241
0.00144064, 0.00144064, 0.667687
0.00389122, 0.00389122, 0.672641
0.006474, 0.006474, 0.677265
0.00918899, 0.00918899, 0.681561
0.0120362, 0.0120362, 0.685527
0.0150156, 0.0150156, 0.689164
0.0181272, 0.0181272, 0.692472
0.021371, 0.021371, 0.695451
0.024747, 0.024747, 0.6981
0.0282552, 0.0282552, 0.700421
0.0318956, 0.0318956, 0.702412
0.0356682, 0.0356682, 0.704074
0.039573, 0.039573, 0.705407
0.0436101, 0.0436101, 0.706411
0.0477793, 0.0477793, 0.707086
0.0520807, 0.0520807, 0.707431
0.0565144, 0.0565144, 0.707448
0.0610802, 0.0610802, 0.707135
0.0657783, 0.0657783, 0.706493
0.0706085, 0.0706085, 0.705522
0.075571, 0.075571, 0.704222
0.0806656, 0.0806656, 0.702593
0.0856969, 0.0856969, 0.700653
0.0903835, 0.0903835, 0.698428
0.0947232, 0.0947232, 0.695919
0.098716, 0.098716, 0.693126
0.102362, 0.102362, 0.690048
0.105661, 0.105661, 0.686686
0.108613, 0.108613, 0.68304
0.111218, 0.111218, 0.679109
0.113589, 0.113589, 0.67498
0.116011, 0.116011, 0.670871
0.118499, 0.118499, 0.666791
0.121053, 0.121053, 0.662743
0.12366, 0.12366, 0.658715
0.126272, 0.126272, 0.654674
0.128887, 0.128887, 0.65062
0.131503, 0.131503, 0.646551
0.134122, 0.134122, 0.642467
0.136748, 0.136748, 0.638374
0.139387, 0.139387, 0.634277
0.142037, 0.142037, 0.630177
0.144698, 0.144698, 0.626072
0.147372, 0.147372, 0.621963
0.150056, 0.150056, 0.617851
0.152748, 0.152748, 0.613734
0.155448, 0.155448, 0.609615
0.158156, 0.158156, 0.605491
0.160873, 0.160873, 0.601364
0.163597, 0.163597, 0.597233
0.166328, 0.166328, 0.5931
0.169065, 0.169065, 0.588965
0.171809, 0.171809, 0.584828
0.174558, 0.174558, 0.580689
0.177313, 0.177313, 0.576548
0.180075, 0.180075, 0.572405
0.182841, 0.182841, 0.568261
0.185611, 0.185611, 0.564116
0.188384, 0.188384, 0.55997
0.191162, 0.191162, 0.555823
0.193943, 0.193943, 0.551676
0.196728, 0.196728, 0.547528
0.199516, 0.199516, 0.54338
0.202306, 0.202306, 0.539232
0.205098, 0.205098, 0.535085
0.207892, 0.207892, 0.530938
0.210688, 0.210688, 0.526793
0.213485, 0.213485, 0.522648
0.216284, 0.216284, 0.518504
0.219085, 0.219085, 0.514361
0.221886, 0.221886, 0.510221
0.224687, 0.224687, 0.506083
0.227489, 0.227489, 0.501948
0.23029, 0.23029, 0.497817
0.233093, 0.233093, 0.493688
0.235895, 0.235895, 0.489562
0.238698, 0.238698, 0.485438
0.2415, 0.2415, 0.481319
0.2443, 0.2443, 0.477205
0.247098, 0.247098, 0.473094
0.249895, 0.249895, 0.468989
0.252691, 0.252691, 0.464888
